Timestamp	ResetId	SymbolId	OpType	Duration	Input	Output
2020-07-23 10:25:01.435	16	0	TimedIO	101067000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:01.436	16	1	TimedIO	367600	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:01.438	17	-1	Reset	532200	Reset	Reset
2020-07-23 10:25:01.540	17	0	TimedIO	100314000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:01.540	17	1	TimedIO	223900	Alert10	ConnectionClosed
2020-07-23 10:25:01.541	18	-1	Reset	411000	Reset	Reset
2020-07-23 10:25:01.649	18	0	TimedIO	106299100	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:01.649	18	1	TimedIO	310100	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:01.650	19	-1	Reset	382000	Reset	Reset
2020-07-23 10:25:01.755	19	0	TimedIO	103674000	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:01.756	19	1	TimedIO	334900	ClientHelloDHE	Alert2.10ConnectionClosed
2020-07-23 10:25:01.757	20	-1	Reset	400900	Reset	Reset
2020-07-23 10:25:01.862	20	0	TimedIO	103780500	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:01.863	20	1	TimedIO	260700	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:01.866	21	-1	Reset	553200	Reset	Reset
2020-07-23 10:25:01.973	21	0	TimedIO	104326700	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.074	21	1	TimedIO	100179800	ClientKeyExchange	Empty
2020-07-23 10:25:02.075	22	-1	Reset	442500	Reset	Reset
2020-07-23 10:25:02.180	22	0	TimedIO	103406400	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.181	22	1	TimedIO	343300	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.181	23	-1	Reset	327600	Reset	Reset
2020-07-23 10:25:02.285	23	0	TimedIO	102813700	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.286	23	1	TimedIO	336000	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.287	24	-1	Reset	340100	Reset	Reset
2020-07-23 10:25:02.391	24	0	TimedIO	102706200	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.392	24	1	TimedIO	300800	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.393	25	-1	Reset	354200	Reset	Reset
2020-07-23 10:25:02.498	25	0	TimedIO	102160000	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.501	25	1	TimedIO	748800	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.506	26	-1	Reset	1021000	Reset	Reset
2020-07-23 10:25:02.613	26	0	TimedIO	106631800	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2020-07-23 10:25:02.613	26	1	TimedIO	202000	Alert10	ConnectionClosed
2020-07-23 10:25:02.615	27	-1	Reset	518300	Reset	Reset
2020-07-23 10:25:02.616	27	0	TimedIO	209600	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.616	27	1	TimedIO	900	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.617	28	-1	Reset	312600	Reset	Reset
2020-07-23 10:25:02.618	28	0	TimedIO	189200	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.618	28	1	TimedIO	700	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.619	29	-1	Reset	255100	Reset	Reset
2020-07-23 10:25:02.620	29	0	TimedIO	176600	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.620	29	1	TimedIO	700	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.622	30	-1	Reset	260000	Reset	Reset
2020-07-23 10:25:02.623	30	0	TimedIO	177500	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.623	30	1	TimedIO	900	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.624	31	-1	Reset	477400	Reset	Reset
2020-07-23 10:25:02.625	31	0	TimedIO	157900	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.625	31	1	TimedIO	900	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.626	32	-1	Reset	382700	Reset	Reset
2020-07-23 10:25:02.627	32	0	TimedIO	152400	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.627	32	1	TimedIO	1000	Finished	ConnectionClosed
2020-07-23 10:25:02.629	33	-1	Reset	499300	Reset	Reset
2020-07-23 10:25:02.629	33	0	TimedIO	206400	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.630	33	1	TimedIO	800	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.631	34	-1	Reset	408200	Reset	Reset
2020-07-23 10:25:02.631	34	0	TimedIO	161100	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.632	34	1	TimedIO	600	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.633	35	-1	Reset	368300	Reset	Reset
2020-07-23 10:25:02.633	35	0	TimedIO	162400	EmptyCertificate	Alert2.10ConnectionClosed
2020-07-23 10:25:02.634	35	1	TimedIO	800	Alert10	ConnectionClosed
2020-07-23 10:25:02.635	36	-1	Reset	461600	Reset	Reset
2020-07-23 10:25:02.636	36	0	TimedIO	513200	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.636	36	1	TimedIO	600	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.637	37	-1	Reset	466200	Reset	Reset
2020-07-23 10:25:02.638	37	0	TimedIO	439000	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.639	37	1	TimedIO	1000	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.640	38	-1	Reset	526100	Reset	Reset
2020-07-23 10:25:02.641	38	0	TimedIO	418800	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.642	38	1	TimedIO	1000	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.654	39	-1	Reset	643100	Reset	Reset
2020-07-23 10:25:02.655	39	0	TimedIO	571500	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.655	39	1	TimedIO	1600	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.657	40	-1	Reset	557200	Reset	Reset
2020-07-23 10:25:02.658	40	0	TimedIO	452600	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.658	40	1	TimedIO	1200	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.659	41	-1	Reset	463100	Reset	Reset
2020-07-23 10:25:02.660	41	0	TimedIO	400800	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.662	41	1	TimedIO	5700	Finished	ConnectionClosed
2020-07-23 10:25:02.663	42	-1	Reset	731500	Reset	Reset
2020-07-23 10:25:02.664	42	0	TimedIO	542500	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.665	42	1	TimedIO	1800	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.666	43	-1	Reset	492600	Reset	Reset
2020-07-23 10:25:02.667	43	0	TimedIO	363900	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.668	43	1	TimedIO	1500	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.669	44	-1	Reset	559400	Reset	Reset
2020-07-23 10:25:02.670	44	0	TimedIO	416000	ClientKeyExchange	Alert2.10ConnectionClosed
2020-07-23 10:25:02.670	44	1	TimedIO	1300	Alert10	ConnectionClosed
2020-07-23 10:25:02.672	45	-1	Reset	525700	Reset	Reset
2020-07-23 10:25:02.672	45	0	TimedIO	417600	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.673	45	1	TimedIO	1400	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.674	46	-1	Reset	572300	Reset	Reset
2020-07-23 10:25:02.675	46	0	TimedIO	583300	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.676	46	1	TimedIO	1800	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.677	47	-1	Reset	465700	Reset	Reset
2020-07-23 10:25:02.678	47	0	TimedIO	504600	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.678	47	1	TimedIO	2900	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.680	48	-1	Reset	552000	Reset	Reset
2020-07-23 10:25:02.681	48	0	TimedIO	638700	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.681	48	1	TimedIO	1100	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.682	49	-1	Reset	473000	Reset	Reset
2020-07-23 10:25:02.683	49	0	TimedIO	385800	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.684	49	1	TimedIO	4200	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.685	50	-1	Reset	508300	Reset	Reset
2020-07-23 10:25:02.686	50	0	TimedIO	337600	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.686	50	1	TimedIO	1200	Finished	ConnectionClosed
2020-07-23 10:25:02.687	51	-1	Reset	419800	Reset	Reset
2020-07-23 10:25:02.688	51	0	TimedIO	366500	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.692	51	1	TimedIO	3300	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.700	52	-1	Reset	897300	Reset	Reset
2020-07-23 10:25:02.701	52	0	TimedIO	406700	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.701	52	1	TimedIO	1000	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.702	53	-1	Reset	375300	Reset	Reset
2020-07-23 10:25:02.703	53	0	TimedIO	321200	ChangeCipherSpec	Alert2.10ConnectionClosed
2020-07-23 10:25:02.703	53	1	TimedIO	1700	Alert10	ConnectionClosed
2020-07-23 10:25:02.705	54	-1	Reset	549600	Reset	Reset
2020-07-23 10:25:02.705	54	0	TimedIO	250000	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.706	54	1	TimedIO	800	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.707	55	-1	Reset	408400	Reset	Reset
2020-07-23 10:25:02.707	55	0	TimedIO	244700	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.708	55	1	TimedIO	800	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.709	56	-1	Reset	344900	Reset	Reset
2020-07-23 10:25:02.709	56	0	TimedIO	209200	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.709	56	1	TimedIO	600	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.710	57	-1	Reset	285100	Reset	Reset
2020-07-23 10:25:02.711	57	0	TimedIO	336200	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.711	57	1	TimedIO	1000	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.712	58	-1	Reset	623900	Reset	Reset
2020-07-23 10:25:02.713	58	0	TimedIO	268000	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.714	58	1	TimedIO	4000	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.715	59	-1	Reset	561800	Reset	Reset
2020-07-23 10:25:02.715	59	0	TimedIO	290500	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.716	59	1	TimedIO	1300	Finished	ConnectionClosed
2020-07-23 10:25:02.717	60	-1	Reset	545700	Reset	Reset
2020-07-23 10:25:02.718	60	0	TimedIO	262800	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.718	60	1	TimedIO	900	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.719	61	-1	Reset	531400	Reset	Reset
2020-07-23 10:25:02.720	61	0	TimedIO	285800	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.720	61	1	TimedIO	1000	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.721	62	-1	Reset	490300	Reset	Reset
2020-07-23 10:25:02.722	62	0	TimedIO	261500	Finished	Alert2.10ConnectionClosed
2020-07-23 10:25:02.722	62	1	TimedIO	900	Alert10	ConnectionClosed
2020-07-23 10:25:02.723	63	-1	Reset	416700	Reset	Reset
2020-07-23 10:25:02.724	63	0	TimedIO	227700	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.724	63	1	TimedIO	800	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.725	64	-1	Reset	506300	Reset	Reset
2020-07-23 10:25:02.726	64	0	TimedIO	185400	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.726	64	1	TimedIO	800	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.727	65	-1	Reset	401100	Reset	Reset
2020-07-23 10:25:02.727	65	0	TimedIO	175700	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.728	65	1	TimedIO	900	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.729	66	-1	Reset	1140900	Reset	Reset
2020-07-23 10:25:02.730	66	0	TimedIO	241100	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.731	66	1	TimedIO	1500	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.732	67	-1	Reset	387200	Reset	Reset
2020-07-23 10:25:02.732	67	0	TimedIO	168300	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.732	67	1	TimedIO	600	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.733	68	-1	Reset	430000	Reset	Reset
2020-07-23 10:25:02.733	68	0	TimedIO	162800	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.734	68	1	TimedIO	900	Finished	ConnectionClosed
2020-07-23 10:25:02.735	69	-1	Reset	630200	Reset	Reset
2020-07-23 10:25:02.742	69	0	TimedIO	242900	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.742	69	1	TimedIO	1000	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.743	70	-1	Reset	666800	Reset	Reset
2020-07-23 10:25:02.744	70	0	TimedIO	200600	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.744	70	1	TimedIO	900	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.746	71	-1	Reset	855400	Reset	Reset
2020-07-23 10:25:02.747	71	0	TimedIO	302400	ApplicationData	Alert2.10ConnectionClosed
2020-07-23 10:25:02.748	71	1	TimedIO	4500	Alert10	ConnectionClosed
2020-07-23 10:25:02.749	72	-1	Reset	446600	Reset	Reset
2020-07-23 10:25:02.749	72	0	TimedIO	213600	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.750	72	1	TimedIO	800	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.751	73	-1	Reset	355600	Reset	Reset
2020-07-23 10:25:02.751	73	0	TimedIO	131500	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.751	73	1	TimedIO	700	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.753	74	-1	Reset	457500	Reset	Reset
2020-07-23 10:25:02.753	74	0	TimedIO	172500	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.754	74	1	TimedIO	3200	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.755	75	-1	Reset	698600	Reset	Reset
2020-07-23 10:25:02.756	75	0	TimedIO	309400	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.756	75	1	TimedIO	2600	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.757	76	-1	Reset	515700	Reset	Reset
2020-07-23 10:25:02.758	76	0	TimedIO	196500	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.758	76	1	TimedIO	1000	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.759	77	-1	Reset	452200	Reset	Reset
2020-07-23 10:25:02.760	77	0	TimedIO	205000	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.760	77	1	TimedIO	800	Finished	ConnectionClosed
2020-07-23 10:25:02.761	78	-1	Reset	513700	Reset	Reset
2020-07-23 10:25:02.762	78	0	TimedIO	232200	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.763	78	1	TimedIO	1000	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.764	79	-1	Reset	770000	Reset	Reset
2020-07-23 10:25:02.764	79	0	TimedIO	193900	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.764	79	1	TimedIO	900	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.765	80	-1	Reset	376200	Reset	Reset
2020-07-23 10:25:02.766	80	0	TimedIO	140000	ApplicationDataEmpty	Alert2.10ConnectionClosed
2020-07-23 10:25:02.766	80	1	TimedIO	800	Alert10	ConnectionClosed
2020-07-23 10:25:02.767	81	-1	Reset	656900	Reset	Reset
2020-07-23 10:25:02.767	81	0	TimedIO	216600	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.768	81	1	TimedIO	1000	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.769	82	-1	Reset	463500	Reset	Reset
2020-07-23 10:25:02.770	82	0	TimedIO	173200	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.773	82	1	TimedIO	2600	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.780	83	-1	Reset	1219600	Reset	Reset
2020-07-23 10:25:02.781	83	0	TimedIO	191100	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.781	83	1	TimedIO	1400	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:02.783	84	-1	Reset	384300	Reset	Reset
2020-07-23 10:25:02.783	84	0	TimedIO	144700	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.783	84	1	TimedIO	600	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:02.784	85	-1	Reset	455500	Reset	Reset
2020-07-23 10:25:02.785	85	0	TimedIO	167900	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.785	85	1	TimedIO	700	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:02.786	86	-1	Reset	354500	Reset	Reset
2020-07-23 10:25:02.786	86	0	TimedIO	153600	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.786	86	1	TimedIO	700	Finished	ConnectionClosed
2020-07-23 10:25:02.787	87	-1	Reset	268200	Reset	Reset
2020-07-23 10:25:02.787	87	0	TimedIO	101000	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.787	87	1	TimedIO	600	ApplicationData	ConnectionClosed
2020-07-23 10:25:02.788	88	-1	Reset	266800	Reset	Reset
2020-07-23 10:25:02.788	88	0	TimedIO	84100	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.788	88	1	TimedIO	600	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:02.789	89	-1	Reset	268100	Reset	Reset
2020-07-23 10:25:02.789	89	0	TimedIO	101500	Alert10	Alert2.10ConnectionClosed
2020-07-23 10:25:02.789	89	1	TimedIO	600	Alert10	ConnectionClosed
2020-07-23 10:25:02.791	90	-1	Reset	303400	Reset	Reset
2020-07-23 10:25:02.891	90	0	TimedIO	99569100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:02.891	90	1	TimedIO	322500	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:02.892	90	2	TimedIO	1500	ClientHelloRSA	ConnectionClosed
2020-07-23 10:25:02.893	91	-1	Reset	748400	Reset	Reset
2020-07-23 10:25:02.994	91	0	TimedIO	100048100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:02.994	91	1	TimedIO	439800	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:02.995	91	2	TimedIO	1300	ClientHelloDHE	ConnectionClosed
2020-07-23 10:25:02.996	92	-1	Reset	633500	Reset	Reset
2020-07-23 10:25:03.098	92	0	TimedIO	100379200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.099	92	1	TimedIO	294900	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.099	92	2	TimedIO	700	EmptyCertificate	ConnectionClosed
2020-07-23 10:25:03.100	93	-1	Reset	437600	Reset	Reset
2020-07-23 10:25:03.201	93	0	TimedIO	100692200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.202	93	1	TimedIO	364400	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.202	93	2	TimedIO	1400	ClientKeyExchange	ConnectionClosed
2020-07-23 10:25:03.204	94	-1	Reset	434500	Reset	Reset
2020-07-23 10:25:03.304	94	0	TimedIO	100036100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.305	94	1	TimedIO	430000	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.305	94	2	TimedIO	1300	ChangeCipherSpec	ConnectionClosed
2020-07-23 10:25:03.307	95	-1	Reset	466000	Reset	Reset
2020-07-23 10:25:03.407	95	0	TimedIO	99794700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.407	95	1	TimedIO	230500	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.408	95	2	TimedIO	700	Finished	ConnectionClosed
2020-07-23 10:25:03.409	96	-1	Reset	394400	Reset	Reset
2020-07-23 10:25:03.510	96	0	TimedIO	100568400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.511	96	1	TimedIO	236100	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.511	96	2	TimedIO	1800	ApplicationData	ConnectionClosed
2020-07-23 10:25:03.512	97	-1	Reset	553000	Reset	Reset
2020-07-23 10:25:03.613	97	0	TimedIO	100102800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
2020-07-23 10:25:03.613	97	1	TimedIO	284800	ClientHelloRSA	Alert2.10ConnectionClosed
2020-07-23 10:25:03.614	97	2	TimedIO	1300	ApplicationDataEmpty	ConnectionClosed
2020-07-23 10:25:03.615	98	-1	Reset	438800	Reset	Reset
