ResetId	SymbolId	OpType	Duration	Input	Output
0	-1	Reset	1155000	Reset	Reset
0	0	TimedIO	100865800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
1	-1	Reset	1809300	Reset	Reset
1	0	TimedIO	108987400	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
2	-1	Reset	969600	Reset	Reset
2	0	TimedIO	925000	EmptyCertificate	Alert2.10ConnectionClosed
3	-1	Reset	753000	Reset	Reset
3	0	TimedIO	1793600	ClientKeyExchange	Alert2.10ConnectionClosed
4	-1	Reset	1007400	Reset	Reset
4	0	TimedIO	6532100	ChangeCipherSpec	Alert2.10ConnectionClosed
5	-1	Reset	1010800	Reset	Reset
5	0	TimedIO	708500	Finished	Alert2.10ConnectionClosed
6	-1	Reset	683100	Reset	Reset
6	0	TimedIO	387400	ApplicationData	Alert2.10ConnectionClosed
7	-1	Reset	884000	Reset	Reset
7	0	TimedIO	354200	ApplicationDataEmpty	Alert2.10ConnectionClosed
8	-1	Reset	972100	Reset	Reset
8	0	TimedIO	401400	Alert10	Alert2.10ConnectionClosed
9	-1	Reset	1271000	Reset	Reset
9	0	TimedIO	100831900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
9	1	TimedIO	840800	ClientHelloRSA	Alert2.10ConnectionClosed
10	-1	Reset	1577700	Reset	Reset
10	0	TimedIO	101245100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
10	1	TimedIO	453200	ClientHelloDHE	Alert2.10ConnectionClosed
11	-1	Reset	898800	Reset	Reset
11	0	TimedIO	100831300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
11	1	TimedIO	582400	EmptyCertificate	Alert2.10ConnectionClosed
12	-1	Reset	1123100	Reset	Reset
12	0	TimedIO	101121900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
12	1	TimedIO	101274400	ClientKeyExchange	Empty
13	-1	Reset	2177100	Reset	Reset
13	0	TimedIO	100831600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
13	1	TimedIO	1969900	ChangeCipherSpec	Alert2.10ConnectionClosed
14	-1	Reset	1632900	Reset	Reset
14	0	TimedIO	100902300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
14	1	TimedIO	853200	Finished	Alert2.10ConnectionClosed
15	-1	Reset	842600	Reset	Reset
15	0	TimedIO	100950600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
15	1	TimedIO	689200	ApplicationData	Alert2.10ConnectionClosed
16	-1	Reset	1534900	Reset	Reset
16	0	TimedIO	100690300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
16	1	TimedIO	554700	ApplicationDataEmpty	Alert2.10ConnectionClosed
17	-1	Reset	642900	Reset	Reset
17	0	TimedIO	100764100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
17	1	TimedIO	627300	Alert10	ConnectionClosed
18	-1	Reset	1270800	Reset	Reset
18	0	TimedIO	104210800	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
18	1	TimedIO	826500	ClientHelloRSA	Alert2.10ConnectionClosed
19	-1	Reset	1185000	Reset	Reset
19	0	TimedIO	119506000	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
19	1	TimedIO	1020000	ClientHelloDHE	Alert2.10ConnectionClosed
20	-1	Reset	783700	Reset	Reset
20	0	TimedIO	104421000	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
20	1	TimedIO	582400	EmptyCertificate	Alert2.10ConnectionClosed
21	-1	Reset	1019500	Reset	Reset
21	0	TimedIO	105885700	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
21	1	TimedIO	100360600	ClientKeyExchange	Empty
22	-1	Reset	1561900	Reset	Reset
22	0	TimedIO	103072600	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
22	1	TimedIO	610700	ChangeCipherSpec	Alert2.10ConnectionClosed
23	-1	Reset	542300	Reset	Reset
23	0	TimedIO	103426500	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
23	1	TimedIO	1682300	Finished	Alert2.10ConnectionClosed
24	-1	Reset	511800	Reset	Reset
24	0	TimedIO	102969200	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
24	1	TimedIO	455300	ApplicationData	Alert2.10ConnectionClosed
25	-1	Reset	746000	Reset	Reset
25	0	TimedIO	104062500	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
25	1	TimedIO	824300	ApplicationDataEmpty	Alert2.10ConnectionClosed
26	-1	Reset	563000	Reset	Reset
26	0	TimedIO	102453200	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
26	1	TimedIO	408800	Alert10	ConnectionClosed
27	-1	Reset	579600	Reset	Reset
27	0	TimedIO	336100	EmptyCertificate	Alert2.10ConnectionClosed
27	1	TimedIO	2300	ClientHelloRSA	ConnectionClosed
28	-1	Reset	813400	Reset	Reset
28	0	TimedIO	535800	EmptyCertificate	Alert2.10ConnectionClosed
28	1	TimedIO	1400	ClientHelloDHE	ConnectionClosed
29	-1	Reset	387100	Reset	Reset
29	0	TimedIO	207500	EmptyCertificate	Alert2.10ConnectionClosed
29	1	TimedIO	1200	EmptyCertificate	ConnectionClosed
30	-1	Reset	414600	Reset	Reset
30	0	TimedIO	187200	EmptyCertificate	Alert2.10ConnectionClosed
30	1	TimedIO	1400	ClientKeyExchange	ConnectionClosed
31	-1	Reset	394900	Reset	Reset
31	0	TimedIO	231900	EmptyCertificate	Alert2.10ConnectionClosed
31	1	TimedIO	1000	ChangeCipherSpec	ConnectionClosed
32	-1	Reset	418500	Reset	Reset
32	0	TimedIO	327400	EmptyCertificate	Alert2.10ConnectionClosed
32	1	TimedIO	1300	Finished	ConnectionClosed
33	-1	Reset	432200	Reset	Reset
33	0	TimedIO	415100	EmptyCertificate	Alert2.10ConnectionClosed
33	1	TimedIO	1700	ApplicationData	ConnectionClosed
34	-1	Reset	780500	Reset	Reset
34	0	TimedIO	259500	EmptyCertificate	Alert2.10ConnectionClosed
34	1	TimedIO	1800	ApplicationDataEmpty	ConnectionClosed
35	-1	Reset	834900	Reset	Reset
35	0	TimedIO	619600	EmptyCertificate	Alert2.10ConnectionClosed
35	1	TimedIO	2400	Alert10	ConnectionClosed
36	-1	Reset	774200	Reset	Reset
36	0	TimedIO	620800	ClientKeyExchange	Alert2.10ConnectionClosed
36	1	TimedIO	1300	ClientHelloRSA	ConnectionClosed
37	-1	Reset	673500	Reset	Reset
37	0	TimedIO	554400	ClientKeyExchange	Alert2.10ConnectionClosed
37	1	TimedIO	1200	ClientHelloDHE	ConnectionClosed
38	-1	Reset	397100	Reset	Reset
38	0	TimedIO	446900	ClientKeyExchange	Alert2.10ConnectionClosed
38	1	TimedIO	1500	EmptyCertificate	ConnectionClosed
39	-1	Reset	486700	Reset	Reset
39	0	TimedIO	828400	ClientKeyExchange	Alert2.10ConnectionClosed
39	1	TimedIO	1400	ClientKeyExchange	ConnectionClosed
40	-1	Reset	466700	Reset	Reset
40	0	TimedIO	476400	ClientKeyExchange	Alert2.10ConnectionClosed
40	1	TimedIO	1300	ChangeCipherSpec	ConnectionClosed
41	-1	Reset	450100	Reset	Reset
41	0	TimedIO	710500	ClientKeyExchange	Alert2.10ConnectionClosed
41	1	TimedIO	1600	Finished	ConnectionClosed
42	-1	Reset	441400	Reset	Reset
42	0	TimedIO	551300	ClientKeyExchange	Alert2.10ConnectionClosed
42	1	TimedIO	1900	ApplicationData	ConnectionClosed
43	-1	Reset	842200	Reset	Reset
43	0	TimedIO	1051700	ClientKeyExchange	Alert2.10ConnectionClosed
43	1	TimedIO	2200	ApplicationDataEmpty	ConnectionClosed
44	-1	Reset	421800	Reset	Reset
44	0	TimedIO	437000	ClientKeyExchange	Alert2.10ConnectionClosed
44	1	TimedIO	1100	Alert10	ConnectionClosed
45	-1	Reset	354200	Reset	Reset
45	0	TimedIO	339100	ChangeCipherSpec	Alert2.10ConnectionClosed
45	1	TimedIO	1200	ClientHelloRSA	ConnectionClosed
46	-1	Reset	1049700	Reset	Reset
46	0	TimedIO	596600	ChangeCipherSpec	Alert2.10ConnectionClosed
46	1	TimedIO	1800	ClientHelloDHE	ConnectionClosed
47	-1	Reset	639800	Reset	Reset
47	0	TimedIO	715800	ChangeCipherSpec	Alert2.10ConnectionClosed
47	1	TimedIO	1600	EmptyCertificate	ConnectionClosed
48	-1	Reset	380300	Reset	Reset
48	0	TimedIO	749900	ChangeCipherSpec	Alert2.10ConnectionClosed
48	1	TimedIO	1300	ClientKeyExchange	ConnectionClosed
49	-1	Reset	609700	Reset	Reset
49	0	TimedIO	1303300	ChangeCipherSpec	Alert2.10ConnectionClosed
49	1	TimedIO	6300	ChangeCipherSpec	ConnectionClosed
50	-1	Reset	474500	Reset	Reset
50	0	TimedIO	399500	ChangeCipherSpec	Alert2.10ConnectionClosed
50	1	TimedIO	1300	Finished	ConnectionClosed
51	-1	Reset	371600	Reset	Reset
51	0	TimedIO	308900	ChangeCipherSpec	Alert2.10ConnectionClosed
51	1	TimedIO	2200	ApplicationData	ConnectionClosed
52	-1	Reset	618200	Reset	Reset
52	0	TimedIO	586600	ChangeCipherSpec	Alert2.10ConnectionClosed
52	1	TimedIO	1900	ApplicationDataEmpty	ConnectionClosed
53	-1	Reset	847500	Reset	Reset
53	0	TimedIO	587400	ChangeCipherSpec	Alert2.10ConnectionClosed
53	1	TimedIO	2000	Alert10	ConnectionClosed
54	-1	Reset	495600	Reset	Reset
54	0	TimedIO	309200	Finished	Alert2.10ConnectionClosed
54	1	TimedIO	1200	ClientHelloRSA	ConnectionClosed
55	-1	Reset	480400	Reset	Reset
55	0	TimedIO	418200	Finished	Alert2.10ConnectionClosed
55	1	TimedIO	1800	ClientHelloDHE	ConnectionClosed
56	-1	Reset	716000	Reset	Reset
56	0	TimedIO	661100	Finished	Alert2.10ConnectionClosed
56	1	TimedIO	1800	EmptyCertificate	ConnectionClosed
57	-1	Reset	834500	Reset	Reset
57	0	TimedIO	319900	Finished	Alert2.10ConnectionClosed
57	1	TimedIO	1100	ClientKeyExchange	ConnectionClosed
58	-1	Reset	347800	Reset	Reset
58	0	TimedIO	424100	Finished	Alert2.10ConnectionClosed
58	1	TimedIO	4100	ChangeCipherSpec	ConnectionClosed
59	-1	Reset	650700	Reset	Reset
59	0	TimedIO	436300	Finished	Alert2.10ConnectionClosed
59	1	TimedIO	1800	Finished	ConnectionClosed
60	-1	Reset	892500	Reset	Reset
60	0	TimedIO	408300	Finished	Alert2.10ConnectionClosed
60	1	TimedIO	1300	ApplicationData	ConnectionClosed
61	-1	Reset	468500	Reset	Reset
61	0	TimedIO	322000	Finished	Alert2.10ConnectionClosed
61	1	TimedIO	1600	ApplicationDataEmpty	ConnectionClosed
62	-1	Reset	523600	Reset	Reset
62	0	TimedIO	300900	Finished	Alert2.10ConnectionClosed
62	1	TimedIO	1100	Alert10	ConnectionClosed
63	-1	Reset	306100	Reset	Reset
63	0	TimedIO	321800	ApplicationData	Alert2.10ConnectionClosed
63	1	TimedIO	1300	ClientHelloRSA	ConnectionClosed
64	-1	Reset	656500	Reset	Reset
64	0	TimedIO	491700	ApplicationData	Alert2.10ConnectionClosed
64	1	TimedIO	1400	ClientHelloDHE	ConnectionClosed
65	-1	Reset	1030600	Reset	Reset
65	0	TimedIO	242700	ApplicationData	Alert2.10ConnectionClosed
65	1	TimedIO	1900	EmptyCertificate	ConnectionClosed
66	-1	Reset	712300	Reset	Reset
66	0	TimedIO	195500	ApplicationData	Alert2.10ConnectionClosed
66	1	TimedIO	1200	ClientKeyExchange	ConnectionClosed
67	-1	Reset	486900	Reset	Reset
67	0	TimedIO	244300	ApplicationData	Alert2.10ConnectionClosed
67	1	TimedIO	1600	ChangeCipherSpec	ConnectionClosed
68	-1	Reset	423500	Reset	Reset
68	0	TimedIO	319300	ApplicationData	Alert2.10ConnectionClosed
68	1	TimedIO	1300	Finished	ConnectionClosed
69	-1	Reset	547800	Reset	Reset
69	0	TimedIO	266100	ApplicationData	Alert2.10ConnectionClosed
69	1	TimedIO	1400	ApplicationData	ConnectionClosed
70	-1	Reset	445900	Reset	Reset
70	0	TimedIO	211500	ApplicationData	Alert2.10ConnectionClosed
70	1	TimedIO	1300	ApplicationDataEmpty	ConnectionClosed
71	-1	Reset	404400	Reset	Reset
71	0	TimedIO	263900	ApplicationData	Alert2.10ConnectionClosed
71	1	TimedIO	1400	Alert10	ConnectionClosed
72	-1	Reset	376600	Reset	Reset
72	0	TimedIO	195500	ApplicationDataEmpty	Alert2.10ConnectionClosed
72	1	TimedIO	1300	ClientHelloRSA	ConnectionClosed
73	-1	Reset	408400	Reset	Reset
73	0	TimedIO	210600	ApplicationDataEmpty	Alert2.10ConnectionClosed
73	1	TimedIO	2100	ClientHelloDHE	ConnectionClosed
74	-1	Reset	891600	Reset	Reset
74	0	TimedIO	697900	ApplicationDataEmpty	Alert2.10ConnectionClosed
74	1	TimedIO	2300	EmptyCertificate	ConnectionClosed
75	-1	Reset	1014700	Reset	Reset
75	0	TimedIO	303700	ApplicationDataEmpty	Alert2.10ConnectionClosed
75	1	TimedIO	1800	ClientKeyExchange	ConnectionClosed
76	-1	Reset	653500	Reset	Reset
76	0	TimedIO	258800	ApplicationDataEmpty	Alert2.10ConnectionClosed
76	1	TimedIO	1700	ChangeCipherSpec	ConnectionClosed
77	-1	Reset	860500	Reset	Reset
77	0	TimedIO	222400	ApplicationDataEmpty	Alert2.10ConnectionClosed
77	1	TimedIO	1200	Finished	ConnectionClosed
78	-1	Reset	490300	Reset	Reset
78	0	TimedIO	256500	ApplicationDataEmpty	Alert2.10ConnectionClosed
78	1	TimedIO	1400	ApplicationData	ConnectionClosed
79	-1	Reset	412700	Reset	Reset
79	0	TimedIO	229000	ApplicationDataEmpty	Alert2.10ConnectionClosed
79	1	TimedIO	1200	ApplicationDataEmpty	ConnectionClosed
80	-1	Reset	400000	Reset	Reset
80	0	TimedIO	232000	ApplicationDataEmpty	Alert2.10ConnectionClosed
80	1	TimedIO	1300	Alert10	ConnectionClosed
81	-1	Reset	435500	Reset	Reset
81	0	TimedIO	172900	Alert10	Alert2.10ConnectionClosed
81	1	TimedIO	1200	ClientHelloRSA	ConnectionClosed
82	-1	Reset	431900	Reset	Reset
82	0	TimedIO	247100	Alert10	Alert2.10ConnectionClosed
82	1	TimedIO	1600	ClientHelloDHE	ConnectionClosed
83	-1	Reset	665500	Reset	Reset
83	0	TimedIO	279300	Alert10	Alert2.10ConnectionClosed
83	1	TimedIO	4000	EmptyCertificate	ConnectionClosed
84	-1	Reset	994900	Reset	Reset
84	0	TimedIO	258000	Alert10	Alert2.10ConnectionClosed
84	1	TimedIO	1200	ClientKeyExchange	ConnectionClosed
85	-1	Reset	518500	Reset	Reset
85	0	TimedIO	258900	Alert10	Alert2.10ConnectionClosed
85	1	TimedIO	1200	ChangeCipherSpec	ConnectionClosed
86	-1	Reset	864000	Reset	Reset
86	0	TimedIO	189500	Alert10	Alert2.10ConnectionClosed
86	1	TimedIO	1100	Finished	ConnectionClosed
87	-1	Reset	374000	Reset	Reset
87	0	TimedIO	226500	Alert10	Alert2.10ConnectionClosed
87	1	TimedIO	1100	ApplicationData	ConnectionClosed
88	-1	Reset	458900	Reset	Reset
88	0	TimedIO	199100	Alert10	Alert2.10ConnectionClosed
88	1	TimedIO	1400	ApplicationDataEmpty	ConnectionClosed
89	-1	Reset	373300	Reset	Reset
89	0	TimedIO	250100	Alert10	Alert2.10ConnectionClosed
89	1	TimedIO	1400	Alert10	ConnectionClosed
90	-1	Reset	414800	Reset	Reset
90	0	TimedIO	100473800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
90	1	TimedIO	591100	ClientHelloRSA	Alert2.10ConnectionClosed
90	2	TimedIO	3200	ClientHelloRSA	ConnectionClosed
91	-1	Reset	993400	Reset	Reset
91	0	TimedIO	100595800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
91	1	TimedIO	843100	ClientHelloRSA	Alert2.10ConnectionClosed
91	2	TimedIO	2500	ClientHelloDHE	ConnectionClosed
92	-1	Reset	805200	Reset	Reset
92	0	TimedIO	100702600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
92	1	TimedIO	425400	ClientHelloRSA	Alert2.10ConnectionClosed
92	2	TimedIO	2600	EmptyCertificate	ConnectionClosed
93	-1	Reset	508500	Reset	Reset
93	0	TimedIO	100642900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
93	1	TimedIO	634700	ClientHelloRSA	Alert2.10ConnectionClosed
93	2	TimedIO	3200	ClientKeyExchange	ConnectionClosed
94	-1	Reset	441500	Reset	Reset
94	0	TimedIO	100690000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
94	1	TimedIO	1502600	ClientHelloRSA	Alert2.10ConnectionClosed
94	2	TimedIO	6600	ChangeCipherSpec	ConnectionClosed
95	-1	Reset	1432500	Reset	Reset
95	0	TimedIO	100708800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
95	1	TimedIO	508900	ClientHelloRSA	Alert2.10ConnectionClosed
95	2	TimedIO	2000	Finished	ConnectionClosed
96	-1	Reset	547900	Reset	Reset
96	0	TimedIO	100569400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
96	1	TimedIO	470800	ClientHelloRSA	Alert2.10ConnectionClosed
96	2	TimedIO	2800	ApplicationData	ConnectionClosed
97	-1	Reset	602800	Reset	Reset
97	0	TimedIO	100652700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
97	1	TimedIO	592200	ClientHelloRSA	Alert2.10ConnectionClosed
97	2	TimedIO	2600	ApplicationDataEmpty	ConnectionClosed
98	-1	Reset	852600	Reset	Reset
98	0	TimedIO	100918700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
98	1	TimedIO	832000	ClientHelloRSA	Alert2.10ConnectionClosed
98	2	TimedIO	4500	Alert10	ConnectionClosed
99	-1	Reset	1330100	Reset	Reset
99	0	TimedIO	100814900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
99	1	TimedIO	1035900	ClientHelloDHE	Alert2.10ConnectionClosed
99	2	TimedIO	6200	ClientHelloRSA	ConnectionClosed
100	-1	Reset	1623500	Reset	Reset
100	0	TimedIO	101817600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
100	1	TimedIO	1144500	ClientHelloDHE	Alert2.10ConnectionClosed
100	2	TimedIO	6400	ClientHelloDHE	ConnectionClosed
101	-1	Reset	1037400	Reset	Reset
101	0	TimedIO	100734100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
101	1	TimedIO	525000	ClientHelloDHE	Alert2.10ConnectionClosed
101	2	TimedIO	2400	EmptyCertificate	ConnectionClosed
102	-1	Reset	761500	Reset	Reset
102	0	TimedIO	101020200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
102	1	TimedIO	578500	ClientHelloDHE	Alert2.10ConnectionClosed
102	2	TimedIO	3500	ClientKeyExchange	ConnectionClosed
103	-1	Reset	808000	Reset	Reset
103	0	TimedIO	100966100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
103	1	TimedIO	1110200	ClientHelloDHE	Alert2.10ConnectionClosed
103	2	TimedIO	5900	ChangeCipherSpec	ConnectionClosed
104	-1	Reset	794200	Reset	Reset
104	0	TimedIO	100680200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
104	1	TimedIO	554700	ClientHelloDHE	Alert2.10ConnectionClosed
104	2	TimedIO	2700	Finished	ConnectionClosed
105	-1	Reset	673100	Reset	Reset
105	0	TimedIO	100996000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
105	1	TimedIO	1336300	ClientHelloDHE	Alert2.10ConnectionClosed
105	2	TimedIO	5800	ApplicationData	ConnectionClosed
106	-1	Reset	737800	Reset	Reset
106	0	TimedIO	100601000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
106	1	TimedIO	857400	ClientHelloDHE	Alert2.10ConnectionClosed
106	2	TimedIO	4100	ApplicationDataEmpty	ConnectionClosed
107	-1	Reset	1057200	Reset	Reset
107	0	TimedIO	101265900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
107	1	TimedIO	564200	ClientHelloDHE	Alert2.10ConnectionClosed
107	2	TimedIO	2500	Alert10	ConnectionClosed
108	-1	Reset	751900	Reset	Reset
108	0	TimedIO	100832000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
108	1	TimedIO	373500	EmptyCertificate	Alert2.10ConnectionClosed
108	2	TimedIO	2800	ClientHelloRSA	ConnectionClosed
109	-1	Reset	687700	Reset	Reset
109	0	TimedIO	100689900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
109	1	TimedIO	445600	EmptyCertificate	Alert2.10ConnectionClosed
109	2	TimedIO	2300	ClientHelloDHE	ConnectionClosed
110	-1	Reset	591600	Reset	Reset
110	0	TimedIO	100879000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
110	1	TimedIO	1064600	EmptyCertificate	Alert2.10ConnectionClosed
110	2	TimedIO	5900	EmptyCertificate	ConnectionClosed
111	-1	Reset	1127800	Reset	Reset
111	0	TimedIO	100630000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
111	1	TimedIO	910500	EmptyCertificate	Alert2.10ConnectionClosed
111	2	TimedIO	4700	ClientKeyExchange	ConnectionClosed
112	-1	Reset	1249300	Reset	Reset
112	0	TimedIO	101491600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
112	1	TimedIO	655300	EmptyCertificate	Alert2.10ConnectionClosed
112	2	TimedIO	6700	ChangeCipherSpec	ConnectionClosed
113	-1	Reset	1250900	Reset	Reset
113	0	TimedIO	101261300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
113	1	TimedIO	536700	EmptyCertificate	Alert2.10ConnectionClosed
113	2	TimedIO	2700	Finished	ConnectionClosed
114	-1	Reset	679900	Reset	Reset
114	0	TimedIO	101051000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
114	1	TimedIO	1044500	EmptyCertificate	Alert2.10ConnectionClosed
114	2	TimedIO	5500	ApplicationData	ConnectionClosed
115	-1	Reset	1485700	Reset	Reset
115	0	TimedIO	100662800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
115	1	TimedIO	877100	EmptyCertificate	Alert2.10ConnectionClosed
115	2	TimedIO	1800	ApplicationDataEmpty	ConnectionClosed
116	-1	Reset	538800	Reset	Reset
116	0	TimedIO	100600600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
116	1	TimedIO	523600	EmptyCertificate	Alert2.10ConnectionClosed
116	2	TimedIO	3400	Alert10	ConnectionClosed
117	-1	Reset	824800	Reset	Reset
117	0	TimedIO	100857900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
117	1	TimedIO	100468000	ClientKeyExchange	Empty
117	2	TimedIO	829500	ClientHelloRSA	Alert2.10ConnectionClosed
118	-1	Reset	1025900	Reset	Reset
118	0	TimedIO	101524400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
118	1	TimedIO	100595600	ClientKeyExchange	Empty
118	2	TimedIO	443900	ClientHelloDHE	Alert2.10ConnectionClosed
119	-1	Reset	536300	Reset	Reset
119	0	TimedIO	100694900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
119	1	TimedIO	100639900	ClientKeyExchange	Empty
119	2	TimedIO	896900	EmptyCertificate	Alert2.10ConnectionClosed
120	-1	Reset	1511800	Reset	Reset
120	0	TimedIO	100603100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
120	1	TimedIO	100759900	ClientKeyExchange	Empty
120	2	TimedIO	1786100	ClientKeyExchange	Alert2.10ConnectionClosed
121	-1	Reset	1649100	Reset	Reset
121	0	TimedIO	100933500	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
121	1	TimedIO	100976000	ClientKeyExchange	Empty
121	2	TimedIO	101403800	ChangeCipherSpec	Empty
122	-1	Reset	977200	Reset	Reset
122	0	TimedIO	100756300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
122	1	TimedIO	100618400	ClientKeyExchange	Empty
122	2	TimedIO	1289000	Finished	Alert2.10ConnectionClosed
123	-1	Reset	1476200	Reset	Reset
123	0	TimedIO	100671500	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
123	1	TimedIO	101176300	ClientKeyExchange	Empty
123	2	TimedIO	700600	ApplicationData	Alert2.10ConnectionClosed
124	-1	Reset	563900	Reset	Reset
124	0	TimedIO	100527300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
124	1	TimedIO	100561100	ClientKeyExchange	Empty
124	2	TimedIO	521800	ApplicationDataEmpty	Alert2.10ConnectionClosed
125	-1	Reset	854200	Reset	Reset
125	0	TimedIO	100789700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
125	1	TimedIO	101233400	ClientKeyExchange	Empty
125	2	TimedIO	613400	Alert10	ConnectionClosed
126	-1	Reset	683400	Reset	Reset
126	0	TimedIO	100910900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
126	1	TimedIO	709600	ChangeCipherSpec	Alert2.10ConnectionClosed
126	2	TimedIO	6300	ClientHelloRSA	ConnectionClosed
127	-1	Reset	565900	Reset	Reset
127	0	TimedIO	100711200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
127	1	TimedIO	435100	ChangeCipherSpec	Alert2.10ConnectionClosed
127	2	TimedIO	2100	ClientHelloDHE	ConnectionClosed
128	-1	Reset	401200	Reset	Reset
