ResetId	SymbolId	OpType	Duration	Input	Output
23	0	TimedIO	103629300	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
23	1	TimedIO	646900	Finished	Alert2.10ConnectionClosed
24	-1	Reset	943200	Reset	Reset
24	0	TimedIO	103089900	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
24	1	TimedIO	290300	ApplicationData	Alert2.10ConnectionClosed
25	-1	Reset	403900	Reset	Reset
25	0	TimedIO	102851800	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
25	1	TimedIO	250600	ApplicationDataEmpty	Alert2.10ConnectionClosed
26	-1	Reset	384700	Reset	Reset
26	0	TimedIO	102838300	ClientHelloDHE	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerKeyExchangeHandshakeServerHelloDone
26	1	TimedIO	279100	Alert10	ConnectionClosed
27	-1	Reset	623200	Reset	Reset
27	0	TimedIO	250400	EmptyCertificate	Alert2.10ConnectionClosed
27	1	TimedIO	800	ClientHelloRSA	ConnectionClosed
28	-1	Reset	397900	Reset	Reset
28	0	TimedIO	157100	EmptyCertificate	Alert2.10ConnectionClosed
28	1	TimedIO	800	ClientHelloDHE	ConnectionClosed
29	-1	Reset	365000	Reset	Reset
29	0	TimedIO	275500	EmptyCertificate	Alert2.10ConnectionClosed
29	1	TimedIO	1100	EmptyCertificate	ConnectionClosed
30	-1	Reset	423800	Reset	Reset
30	0	TimedIO	260200	EmptyCertificate	Alert2.10ConnectionClosed
30	1	TimedIO	1500	ClientKeyExchange	ConnectionClosed
31	-1	Reset	640300	Reset	Reset
31	0	TimedIO	257400	EmptyCertificate	Alert2.10ConnectionClosed
31	1	TimedIO	3800	ChangeCipherSpec	ConnectionClosed
32	-1	Reset	521900	Reset	Reset
32	0	TimedIO	241900	EmptyCertificate	Alert2.10ConnectionClosed
32	1	TimedIO	700	Finished	ConnectionClosed
33	-1	Reset	357500	Reset	Reset
33	0	TimedIO	185400	EmptyCertificate	Alert2.10ConnectionClosed
33	1	TimedIO	700	ApplicationData	ConnectionClosed
34	-1	Reset	374000	Reset	Reset
34	0	TimedIO	366100	EmptyCertificate	Alert2.10ConnectionClosed
34	1	TimedIO	800	ApplicationDataEmpty	ConnectionClosed
35	-1	Reset	384300	Reset	Reset
35	0	TimedIO	200800	EmptyCertificate	Alert2.10ConnectionClosed
35	1	TimedIO	700	Alert10	ConnectionClosed
36	-1	Reset	358300	Reset	Reset
36	0	TimedIO	424200	ClientKeyExchange	Alert2.10ConnectionClosed
36	1	TimedIO	900	ClientHelloRSA	ConnectionClosed
37	-1	Reset	504700	Reset	Reset
37	0	TimedIO	430300	ClientKeyExchange	Alert2.10ConnectionClosed
37	1	TimedIO	1200	ClientHelloDHE	ConnectionClosed
38	-1	Reset	510700	Reset	Reset
38	0	TimedIO	452500	ClientKeyExchange	Alert2.10ConnectionClosed
38	1	TimedIO	1000	EmptyCertificate	ConnectionClosed
39	-1	Reset	744800	Reset	Reset
39	0	TimedIO	646900	ClientKeyExchange	Alert2.10ConnectionClosed
39	1	TimedIO	1500	ClientKeyExchange	ConnectionClosed
40	-1	Reset	422200	Reset	Reset
40	0	TimedIO	447300	ClientKeyExchange	Alert2.10ConnectionClosed
40	1	TimedIO	1300	ChangeCipherSpec	ConnectionClosed
41	-1	Reset	515800	Reset	Reset
41	0	TimedIO	475300	ClientKeyExchange	Alert2.10ConnectionClosed
41	1	TimedIO	1100	Finished	ConnectionClosed
42	-1	Reset	509100	Reset	Reset
42	0	TimedIO	641100	ClientKeyExchange	Alert2.10ConnectionClosed
42	1	TimedIO	1400	ApplicationData	ConnectionClosed
43	-1	Reset	468100	Reset	Reset
43	0	TimedIO	445800	ClientKeyExchange	Alert2.10ConnectionClosed
43	1	TimedIO	800	ApplicationDataEmpty	ConnectionClosed
44	-1	Reset	405500	Reset	Reset
44	0	TimedIO	403900	ClientKeyExchange	Alert2.10ConnectionClosed
44	1	TimedIO	700	Alert10	ConnectionClosed
45	-1	Reset	501000	Reset	Reset
45	0	TimedIO	476900	ChangeCipherSpec	Alert2.10ConnectionClosed
45	1	TimedIO	1400	ClientHelloRSA	ConnectionClosed
46	-1	Reset	650900	Reset	Reset
46	0	TimedIO	525600	ChangeCipherSpec	Alert2.10ConnectionClosed
46	1	TimedIO	1400	ClientHelloDHE	ConnectionClosed
47	-1	Reset	625000	Reset	Reset
47	0	TimedIO	704100	ChangeCipherSpec	Alert2.10ConnectionClosed
47	1	TimedIO	1200	EmptyCertificate	ConnectionClosed
48	-1	Reset	764000	Reset	Reset
48	0	TimedIO	929900	ChangeCipherSpec	Alert2.10ConnectionClosed
48	1	TimedIO	1400	ClientKeyExchange	ConnectionClosed
49	-1	Reset	803200	Reset	Reset
49	0	TimedIO	685800	ChangeCipherSpec	Alert2.10ConnectionClosed
49	1	TimedIO	900	ChangeCipherSpec	ConnectionClosed
50	-1	Reset	408500	Reset	Reset
50	0	TimedIO	295200	ChangeCipherSpec	Alert2.10ConnectionClosed
50	1	TimedIO	900	Finished	ConnectionClosed
51	-1	Reset	374100	Reset	Reset
51	0	TimedIO	296600	ChangeCipherSpec	Alert2.10ConnectionClosed
51	1	TimedIO	800	ApplicationData	ConnectionClosed
52	-1	Reset	305500	Reset	Reset
52	0	TimedIO	279400	ChangeCipherSpec	Alert2.10ConnectionClosed
52	1	TimedIO	600	ApplicationDataEmpty	ConnectionClosed
53	-1	Reset	350000	Reset	Reset
53	0	TimedIO	310200	ChangeCipherSpec	Alert2.10ConnectionClosed
53	1	TimedIO	1100	Alert10	ConnectionClosed
54	-1	Reset	560800	Reset	Reset
54	0	TimedIO	249400	Finished	Alert2.10ConnectionClosed
54	1	TimedIO	1000	ClientHelloRSA	ConnectionClosed
55	-1	Reset	540900	Reset	Reset
55	0	TimedIO	245100	Finished	Alert2.10ConnectionClosed
55	1	TimedIO	1900	ClientHelloDHE	ConnectionClosed
56	-1	Reset	675800	Reset	Reset
56	0	TimedIO	334500	Finished	Alert2.10ConnectionClosed
56	1	TimedIO	1000	EmptyCertificate	ConnectionClosed
57	-1	Reset	481400	Reset	Reset
57	0	TimedIO	288000	Finished	Alert2.10ConnectionClosed
57	1	TimedIO	800	ClientKeyExchange	ConnectionClosed
58	-1	Reset	506000	Reset	Reset
58	0	TimedIO	307300	Finished	Alert2.10ConnectionClosed
58	1	TimedIO	900	ChangeCipherSpec	ConnectionClosed
59	-1	Reset	730800	Reset	Reset
59	0	TimedIO	1036800	Finished	Alert2.10ConnectionClosed
59	1	TimedIO	1700	Finished	ConnectionClosed
60	-1	Reset	680800	Reset	Reset
60	0	TimedIO	278200	Finished	Alert2.10ConnectionClosed
60	1	TimedIO	800	ApplicationData	ConnectionClosed
61	-1	Reset	467400	Reset	Reset
61	0	TimedIO	248800	Finished	Alert2.10ConnectionClosed
61	1	TimedIO	1000	ApplicationDataEmpty	ConnectionClosed
62	-1	Reset	760000	Reset	Reset
62	0	TimedIO	325400	Finished	Alert2.10ConnectionClosed
62	1	TimedIO	1600	Alert10	ConnectionClosed
63	-1	Reset	518900	Reset	Reset
63	0	TimedIO	232500	ApplicationData	Alert2.10ConnectionClosed
63	1	TimedIO	1000	ClientHelloRSA	ConnectionClosed
64	-1	Reset	412600	Reset	Reset
64	0	TimedIO	195300	ApplicationData	Alert2.10ConnectionClosed
64	1	TimedIO	600	ClientHelloDHE	ConnectionClosed
65	-1	Reset	382400	Reset	Reset
65	0	TimedIO	241700	ApplicationData	Alert2.10ConnectionClosed
65	1	TimedIO	1900	EmptyCertificate	ConnectionClosed
66	-1	Reset	458900	Reset	Reset
66	0	TimedIO	170600	ApplicationData	Alert2.10ConnectionClosed
66	1	TimedIO	800	ClientKeyExchange	ConnectionClosed
67	-1	Reset	333800	Reset	Reset
67	0	TimedIO	117000	ApplicationData	Alert2.10ConnectionClosed
67	1	TimedIO	1200	ChangeCipherSpec	ConnectionClosed
68	-1	Reset	422900	Reset	Reset
68	0	TimedIO	124900	ApplicationData	Alert2.10ConnectionClosed
68	1	TimedIO	600	Finished	ConnectionClosed
69	-1	Reset	373900	Reset	Reset
69	0	TimedIO	373000	ApplicationData	Alert2.10ConnectionClosed
69	1	TimedIO	1000	ApplicationData	ConnectionClosed
70	-1	Reset	558300	Reset	Reset
70	0	TimedIO	249900	ApplicationData	Alert2.10ConnectionClosed
70	1	TimedIO	1300	ApplicationDataEmpty	ConnectionClosed
71	-1	Reset	526700	Reset	Reset
71	0	TimedIO	211400	ApplicationData	Alert2.10ConnectionClosed
71	1	TimedIO	800	Alert10	ConnectionClosed
72	-1	Reset	369800	Reset	Reset
72	0	TimedIO	176500	ApplicationDataEmpty	Alert2.10ConnectionClosed
72	1	TimedIO	800	ClientHelloRSA	ConnectionClosed
73	-1	Reset	421900	Reset	Reset
73	0	TimedIO	167000	ApplicationDataEmpty	Alert2.10ConnectionClosed
73	1	TimedIO	900	ClientHelloDHE	ConnectionClosed
74	-1	Reset	507600	Reset	Reset
74	0	TimedIO	296000	ApplicationDataEmpty	Alert2.10ConnectionClosed
74	1	TimedIO	1000	EmptyCertificate	ConnectionClosed
75	-1	Reset	485600	Reset	Reset
75	0	TimedIO	148600	ApplicationDataEmpty	Alert2.10ConnectionClosed
75	1	TimedIO	800	ClientKeyExchange	ConnectionClosed
76	-1	Reset	537300	Reset	Reset
76	0	TimedIO	207000	ApplicationDataEmpty	Alert2.10ConnectionClosed
76	1	TimedIO	800	ChangeCipherSpec	ConnectionClosed
77	-1	Reset	440200	Reset	Reset
77	0	TimedIO	151200	ApplicationDataEmpty	Alert2.10ConnectionClosed
77	1	TimedIO	900	Finished	ConnectionClosed
78	-1	Reset	575700	Reset	Reset
78	0	TimedIO	694000	ApplicationDataEmpty	Alert2.10ConnectionClosed
78	1	TimedIO	9500	ApplicationData	ConnectionClosed
79	-1	Reset	514600	Reset	Reset
79	0	TimedIO	159400	ApplicationDataEmpty	Alert2.10ConnectionClosed
79	1	TimedIO	900	ApplicationDataEmpty	ConnectionClosed
80	-1	Reset	357600	Reset	Reset
80	0	TimedIO	122900	ApplicationDataEmpty	Alert2.10ConnectionClosed
80	1	TimedIO	700	Alert10	ConnectionClosed
81	-1	Reset	368000	Reset	Reset
81	0	TimedIO	125000	Alert10	Alert2.10ConnectionClosed
81	1	TimedIO	700	ClientHelloRSA	ConnectionClosed
82	-1	Reset	314700	Reset	Reset
82	0	TimedIO	164800	Alert10	Alert2.10ConnectionClosed
82	1	TimedIO	600	ClientHelloDHE	ConnectionClosed
83	-1	Reset	557000	Reset	Reset
83	0	TimedIO	259500	Alert10	Alert2.10ConnectionClosed
83	1	TimedIO	1800	EmptyCertificate	ConnectionClosed
84	-1	Reset	659500	Reset	Reset
84	0	TimedIO	345000	Alert10	Alert2.10ConnectionClosed
84	1	TimedIO	3800	ClientKeyExchange	ConnectionClosed
85	-1	Reset	474800	Reset	Reset
85	0	TimedIO	205000	Alert10	Alert2.10ConnectionClosed
85	1	TimedIO	900	ChangeCipherSpec	ConnectionClosed
86	-1	Reset	500000	Reset	Reset
86	0	TimedIO	148400	Alert10	Alert2.10ConnectionClosed
86	1	TimedIO	1000	Finished	ConnectionClosed
87	-1	Reset	499300	Reset	Reset
87	0	TimedIO	143800	Alert10	Alert2.10ConnectionClosed
87	1	TimedIO	900	ApplicationData	ConnectionClosed
88	-1	Reset	515800	Reset	Reset
88	0	TimedIO	169100	Alert10	Alert2.10ConnectionClosed
88	1	TimedIO	700	ApplicationDataEmpty	ConnectionClosed
89	-1	Reset	386800	Reset	Reset
89	0	TimedIO	178900	Alert10	Alert2.10ConnectionClosed
89	1	TimedIO	700	Alert10	ConnectionClosed
90	-1	Reset	492600	Reset	Reset
90	0	TimedIO	100506400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
90	1	TimedIO	347800	ClientHelloRSA	Alert2.10ConnectionClosed
90	2	TimedIO	3000	ClientHelloRSA	ConnectionClosed
91	-1	Reset	791000	Reset	Reset
91	0	TimedIO	100742300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
91	1	TimedIO	958200	ClientHelloRSA	Alert2.10ConnectionClosed
91	2	TimedIO	3500	ClientHelloDHE	ConnectionClosed
92	-1	Reset	1011200	Reset	Reset
92	0	TimedIO	101402800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
92	1	TimedIO	431400	ClientHelloRSA	Alert2.10ConnectionClosed
92	2	TimedIO	1900	EmptyCertificate	ConnectionClosed
93	-1	Reset	616900	Reset	Reset
93	0	TimedIO	100567000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
93	1	TimedIO	412900	ClientHelloRSA	Alert2.10ConnectionClosed
93	2	TimedIO	600	ClientKeyExchange	ConnectionClosed
94	-1	Reset	344600	Reset	Reset
94	0	TimedIO	100477500	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
94	1	TimedIO	384800	ClientHelloRSA	Alert2.10ConnectionClosed
94	2	TimedIO	1000	ChangeCipherSpec	ConnectionClosed
95	-1	Reset	487900	Reset	Reset
95	0	TimedIO	100468400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
95	1	TimedIO	279300	ClientHelloRSA	Alert2.10ConnectionClosed
95	2	TimedIO	600	Finished	ConnectionClosed
96	-1	Reset	349700	Reset	Reset
96	0	TimedIO	100407200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
96	1	TimedIO	884200	ClientHelloRSA	Alert2.10ConnectionClosed
96	2	TimedIO	900	ApplicationData	ConnectionClosed
97	-1	Reset	611100	Reset	Reset
97	0	TimedIO	100636000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
97	1	TimedIO	347400	ClientHelloRSA	Alert2.10ConnectionClosed
97	2	TimedIO	700	ApplicationDataEmpty	ConnectionClosed
98	-1	Reset	365100	Reset	Reset
98	0	TimedIO	100354100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
98	1	TimedIO	290100	ClientHelloRSA	Alert2.10ConnectionClosed
98	2	TimedIO	1500	Alert10	ConnectionClosed
99	-1	Reset	415400	Reset	Reset
99	0	TimedIO	100393400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
99	1	TimedIO	306900	ClientHelloDHE	Alert2.10ConnectionClosed
99	2	TimedIO	800	ClientHelloRSA	ConnectionClosed
100	-1	Reset	375400	Reset	Reset
100	0	TimedIO	100370800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
100	1	TimedIO	304700	ClientHelloDHE	Alert2.10ConnectionClosed
100	2	TimedIO	800	ClientHelloDHE	ConnectionClosed
101	-1	Reset	490600	Reset	Reset
101	0	TimedIO	101363100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
101	1	TimedIO	345600	ClientHelloDHE	Alert2.10ConnectionClosed
101	2	TimedIO	1500	EmptyCertificate	ConnectionClosed
102	-1	Reset	459900	Reset	Reset
102	0	TimedIO	100521300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
102	1	TimedIO	367400	ClientHelloDHE	Alert2.10ConnectionClosed
102	2	TimedIO	1100	ClientKeyExchange	ConnectionClosed
103	-1	Reset	443100	Reset	Reset
103	0	TimedIO	100448700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
103	1	TimedIO	309700	ClientHelloDHE	Alert2.10ConnectionClosed
103	2	TimedIO	900	ChangeCipherSpec	ConnectionClosed
104	-1	Reset	424600	Reset	Reset
104	0	TimedIO	100877400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
104	1	TimedIO	696900	ClientHelloDHE	Alert2.10ConnectionClosed
104	2	TimedIO	3500	Finished	ConnectionClosed
105	-1	Reset	483300	Reset	Reset
105	0	TimedIO	100640400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
105	1	TimedIO	346200	ClientHelloDHE	Alert2.10ConnectionClosed
105	2	TimedIO	1000	ApplicationData	ConnectionClosed
106	-1	Reset	454100	Reset	Reset
106	0	TimedIO	100754100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
106	1	TimedIO	283600	ClientHelloDHE	Alert2.10ConnectionClosed
106	2	TimedIO	800	ApplicationDataEmpty	ConnectionClosed
107	-1	Reset	344600	Reset	Reset
107	0	TimedIO	101044100	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
107	1	TimedIO	389900	ClientHelloDHE	Alert2.10ConnectionClosed
107	2	TimedIO	1500	Alert10	ConnectionClosed
108	-1	Reset	400000	Reset	Reset
108	0	TimedIO	100428200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
108	1	TimedIO	270200	EmptyCertificate	Alert2.10ConnectionClosed
108	2	TimedIO	800	ClientHelloRSA	ConnectionClosed
109	-1	Reset	318700	Reset	Reset
109	0	TimedIO	100352200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
109	1	TimedIO	283100	EmptyCertificate	Alert2.10ConnectionClosed
109	2	TimedIO	700	ClientHelloDHE	ConnectionClosed
110	-1	Reset	509300	Reset	Reset
110	0	TimedIO	100438900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
110	1	TimedIO	243800	EmptyCertificate	Alert2.10ConnectionClosed
110	2	TimedIO	600	EmptyCertificate	ConnectionClosed
111	-1	Reset	506900	Reset	Reset
111	0	TimedIO	100481200	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
111	1	TimedIO	315500	EmptyCertificate	Alert2.10ConnectionClosed
111	2	TimedIO	1000	ClientKeyExchange	ConnectionClosed
112	-1	Reset	602800	Reset	Reset
112	0	TimedIO	100507400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
112	1	TimedIO	228700	EmptyCertificate	Alert2.10ConnectionClosed
112	2	TimedIO	700	ChangeCipherSpec	ConnectionClosed
113	-1	Reset	388000	Reset	Reset
113	0	TimedIO	100337000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
113	1	TimedIO	288400	EmptyCertificate	Alert2.10ConnectionClosed
113	2	TimedIO	800	Finished	ConnectionClosed
114	-1	Reset	427100	Reset	Reset
114	0	TimedIO	100352000	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
114	1	TimedIO	298200	EmptyCertificate	Alert2.10ConnectionClosed
114	2	TimedIO	900	ApplicationData	ConnectionClosed
115	-1	Reset	416100	Reset	Reset
115	0	TimedIO	100549300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
115	1	TimedIO	334100	EmptyCertificate	Alert2.10ConnectionClosed
115	2	TimedIO	1100	ApplicationDataEmpty	ConnectionClosed
116	-1	Reset	503300	Reset	Reset
116	0	TimedIO	100533700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
116	1	TimedIO	494100	EmptyCertificate	Alert2.10ConnectionClosed
116	2	TimedIO	2900	Alert10	ConnectionClosed
117	-1	Reset	806300	Reset	Reset
117	0	TimedIO	101105600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
117	1	TimedIO	100398900	ClientKeyExchange	Empty
117	2	TimedIO	275300	ClientHelloRSA	Alert2.10ConnectionClosed
118	-1	Reset	346500	Reset	Reset
118	0	TimedIO	101051400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
118	1	TimedIO	100888600	ClientKeyExchange	Empty
118	2	TimedIO	438300	ClientHelloDHE	Alert2.10ConnectionClosed
119	-1	Reset	492800	Reset	Reset
119	0	TimedIO	100435400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
119	1	TimedIO	100336200	ClientKeyExchange	Empty
119	2	TimedIO	310400	EmptyCertificate	Alert2.10ConnectionClosed
120	-1	Reset	4065800	Reset	Reset
120	0	TimedIO	100402600	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
120	1	TimedIO	100570900	ClientKeyExchange	Empty
120	2	TimedIO	510400	ClientKeyExchange	Alert2.10ConnectionClosed
121	-1	Reset	380800	Reset	Reset
121	0	TimedIO	100387800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
121	1	TimedIO	100893400	ClientKeyExchange	Empty
121	2	TimedIO	100583600	ChangeCipherSpec	Empty
122	-1	Reset	558100	Reset	Reset
122	0	TimedIO	100433800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
122	1	TimedIO	100322300	ClientKeyExchange	Empty
122	2	TimedIO	308600	Finished	Alert2.10ConnectionClosed
123	-1	Reset	320900	Reset	Reset
123	0	TimedIO	101153800	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
123	1	TimedIO	100300000	ClientKeyExchange	Empty
123	2	TimedIO	235600	ApplicationData	Alert2.10ConnectionClosed
124	-1	Reset	533100	Reset	Reset
124	0	TimedIO	100416400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
124	1	TimedIO	100864100	ClientKeyExchange	Empty
124	2	TimedIO	335200	ApplicationDataEmpty	Alert2.10ConnectionClosed
125	-1	Reset	1182500	Reset	Reset
125	0	TimedIO	100392300	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
125	1	TimedIO	100791500	ClientKeyExchange	Empty
125	2	TimedIO	276900	Alert10	ConnectionClosed
126	-1	Reset	451200	Reset	Reset
126	0	TimedIO	100386700	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
126	1	TimedIO	400600	ChangeCipherSpec	Alert2.10ConnectionClosed
126	2	TimedIO	600	ClientHelloRSA	ConnectionClosed
127	-1	Reset	353400	Reset	Reset
127	0	TimedIO	101180900	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
127	1	TimedIO	1255000	ChangeCipherSpec	Alert2.10ConnectionClosed
127	2	TimedIO	4000	ClientHelloDHE	ConnectionClosed
128	-1	Reset	1437400	Reset	Reset
128	0	TimedIO	101147400	ClientHelloRSA	HandshakeServerHelloTLSv12HandshakeCertificateHandshakeServerHelloDone
